title,episodes,writers,genres,badges,link,cover
Midnight Toy Shop,24,"['Azhin', 'WON ']",['Romance'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2038,https://thumb-g2.toomics.com/upload/thumbnail/20151105_yeondu01/2019_07_03_15621338665049.jpg
A Hero's Heart,81,['Yangsoo '],"['Drama', 'Fantasy']",['End'],https://toomics.com/en/webtoon/episode/toon/4689,https://thumb-g1.toomics.com/upload/thumbnail/20170507_hero/2019_10_16_15711899143256.jpg
Scone Sweet Scone,68,['Muta '],"['Drama', 'Romance']",['End'],https://toomics.com/en/webtoon/episode/toon/4954,https://thumb-g2.toomics.com/upload/thumbnail/20190806163436/2019_08_06_15650772258084.jpg
Say You Like it,32,['Monkey Magic '],"['Romance', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4679,https://thumb-g1.toomics.com/upload/thumbnail/20170405_just_say/2020_09_17_16003265918880.jpg
The Client,61,['TAIRA '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2415,https://thumb-g1.toomics.com/upload/thumbnail/20160503_client/2020_08_04_15965204253959.jpg
Inevitable Trap,40,['Muldeok '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5077,https://thumb-g1.toomics.com/upload/thumbnail/20190820180110/2019_08_20_15662920746798.jpg
The Road of Karma,40,"['Kim Junhyung', 'Bang Seungheon ']","['Fantasy', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/4722,https://thumb-g2.toomics.com/upload/thumbnail/20181012161455/2020_08_18_15977278862196.jpg
Unluckily Lucky,56,['Sang Oh '],"['BL', 'School life']",['End'],https://toomics.com/en/webtoon/episode/toon/5194,https://thumb-g2.toomics.com/upload/thumbnail/20191125153147/2019_11_25_15746637697527.jpg
Misfortune,21,['Park Hyeondo '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2086,https://thumb-g2.toomics.com/upload/thumbnail/lcomics27/2021_05_07_16203524439783.jpg
Share Girls,40,"['KOI', 'Doneung ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5216,https://thumb-g2.toomics.com/upload/thumbnail/20200420121806/2020_04_20_15873532668687.jpg
All Theirs,15,['Facon '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5665,https://thumb-g1.toomics.com/upload/thumbnail/20210601165137/2021_06_07_16230501425272.jpg
The Daughter of My First Love,50,"['Joonyung', 'Shampoo ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4758,https://thumb-g2.toomics.com/upload/thumbnail/20180710101448/2020_08_18_15977344555424.jpg
Dokebi Café,66,['Yunhee Lee '],"['Fantasy', 'Drama']",[],https://toomics.com/en/webtoon/episode/toon/6063,https://thumb-g1.toomics.com/upload/thumbnail/20210720164650/2021_10_07_16335919903920.jpg
Crime and Punishment,29,"['Daktaryeong', 'Team. Oldrock ']","['Drama', 'Romance']",[],https://toomics.com/en/webtoon/episode/toon/5567,https://thumb-g1.toomics.com/upload/thumbnail/20210929140604/2021_09_30_16329710093536.jpg
Welcome! To the BL Research Club,12,['HARUTA '],"['BL', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5418,https://thumb-g2.toomics.com/upload/thumbnail/20200512092711/2020_05_12_15892486564169.jpg
Ranunculus,121,['zzamong '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4917,https://thumb-g1.toomics.com/upload/thumbnail/20190123150317/2020_08_18_15977189387863.jpg
Newlyweds,28,"['Midam', 'DS ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5207,https://thumb-g1.toomics.com/upload/thumbnail/20200407130130/2020_04_23_15876120674176.jpg
"New Life, New Me",94,['Nene '],"['Fantasy', 'Comedy']",['End'],https://toomics.com/en/webtoon/episode/toon/5160,https://thumb-g2.toomics.com/upload/thumbnail/20191008144953/2019_10_08_15705143471914.jpg
Black Crow,32,['7 Studio '],"['Fantasy', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/5987,https://thumb-g1.toomics.com/upload/thumbnail/20210712133250/2021_07_23_16270222246391.jpg
End and Save,138,['E-Shiryo '],['Drama'],[],https://toomics.com/en/webtoon/episode/toon/4919,https://thumb-g1.toomics.com/upload/thumbnail/20190819154026/2020_11_24_16062058174443.jpg
Spring for the Headless Prince,40,['Reqina Veleka '],"['Romance', 'Fantasy']",['End'],https://toomics.com/en/webtoon/episode/toon/6001,https://thumb-g1.toomics.com/upload/thumbnail/20210712134048/2021_10_15_16342623574195.jpg
Welcome to Luna Shop!,106,['Remin '],"['Fantasy', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/4975,https://thumb-g1.toomics.com/upload/thumbnail/20191125115805/2019_12_11_15760515168738.jpg
Go Go! To 2008★,45,"['DECA', 'DUDU ']","['BL', 'School life']",['End'],https://toomics.com/en/webtoon/episode/toon/5191,https://thumb-g1.toomics.com/upload/thumbnail/20200221145237/2020_02_27_15827666438744.jpg
The Widow,51,['S.L. Studio '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4870,https://thumb-g2.toomics.com/upload/thumbnail/20180611174828/2020_08_18_15977300680520.jpg
Biting the Tiger - Side Stories,23,['Mindal Park '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/6048,https://thumb-g2.toomics.com/upload/thumbnail/20210720163350/2021_09_23_16323819497634.jpg
My Love Natsumi,23,['TAIRA '],"['Romance', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5234,https://thumb-g2.toomics.com/upload/thumbnail/20200421121421/2020_04_21_15874398035681.jpg
Fruitless,67,"['Team Biyam', 'Artist Lee ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5240,https://thumb-g2.toomics.com/upload/thumbnail/20200331124244/2020_03_31_15856319371685.jpg
Superstar Cynthia Oh,54,"['Studio Moon', 'Kkyoseung ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5122,https://thumb-g2.toomics.com/upload/thumbnail/20191209113117/2019_12_09_15758594472873.jpg
The Silent Reading Club,82,['Im Sora '],"['BL', 'Thriller']",['End'],https://toomics.com/en/webtoon/episode/toon/4908,https://thumb-g2.toomics.com/upload/thumbnail/20180327_silence_book_club/2020_08_18_15977306438355.jpg
My BL Tales,26,['StorySoop '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5145,https://thumb-g1.toomics.com/upload/thumbnail/20200325111014/2020_08_24_15982372730881.jpg
The Day We Do it,44,['Meaty Fruit '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4970,https://thumb-g2.toomics.com/upload/thumbnail/20181015174931/2020_09_16_16002414320703.jpg
Find Me,25,['Donmany '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5027,https://thumb-g1.toomics.com/upload/thumbnail/20190418145229/2019_05_09_15573920799151.jpg
Just For You,20,['FACON '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5661,https://thumb-g1.toomics.com/upload/thumbnail/20210524153933/2021_05_24_16218404024972.jpg
Aqua,48,"['Beoltteok', 'Tabichi ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5198,https://thumb-g2.toomics.com/upload/thumbnail/20191206120933/2020_02_11_15814112978614.jpg
Ripley Love,64,['TAIRA '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2490,https://thumb-g2.toomics.com/upload/thumbnail/20160516_Ripleylove/2020_08_18_15977336512835.jpg
Boys are Boys,38,"['JQ', 'Choongcha ']","['School life', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/5022,https://thumb-g2.toomics.com/upload/thumbnail/20190114152902/2019_02_27_15512550302425.jpg
Settia,25,['Kim Reunel '],"['BL', 'Fantasy']",['End'],https://toomics.com/en/webtoon/episode/toon/2492,https://thumb-g2.toomics.com/upload/thumbnail/20160516_settia/2020_08_18_15977320639322.jpg
The Lady's Introduction,11,"['Guang Feng ji Yue', 'Qiao Qiao ']","['Drama', 'Romance']","['Up', 'New']",https://toomics.com/en/webtoon/episode/toon/6216,https://thumb-g2.toomics.com/upload/thumbnail/20210826170016/2022_01_13_16420584761032.jpg
Black Love,72,['TAIRA '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/1714,https://thumb-g2.toomics.com/upload/thumbnail/20150825_Blacklove/2018_07_24_15324116121008.jpg
Silhouette,83,['TAIRA '],"['Romance', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2214,https://thumb-g2.toomics.com/upload/thumbnail/20160121_silhouette/2020_05_13_15893558412018.jpg
Warble,107,"['Cracker', 'Yoon Seokjoon ']","['Fantasy', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/4677,https://thumb-g1.toomics.com/upload/thumbnail/20170329_warble/2020_08_24_15982572366840.jpg
Gorgon,81,"['Kim Kanbi', 'Seo Jaeil ']","['Horror', 'Thriller']",['End'],https://toomics.com/en/webtoon/episode/toon/4730,https://thumb-g2.toomics.com/upload/thumbnail/20180730120035/2020_08_18_15977281436187.jpg
Fan Service!,40,"['Adriane Y', 'C Suryo Laksono ']","['Romance', 'Comedy']",['End'],https://toomics.com/en/webtoon/episode/toon/5985,https://thumb-g1.toomics.com/upload/thumbnail/20210712133111/2021_10_12_16340256217793.jpg
Our House Love Trouble,15,['Owal '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5573,https://thumb-g1.toomics.com/upload/thumbnail/20201110084413/2020_11_23_16061103329754.jpg
Prison Island,40,"['leo ', 'Yongary ']",['Action'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4539,https://thumb-g1.toomics.com/upload/thumbnail/20161026_rnseh/2020_08_18_15977284320626.jpg
Meisters,24,"['Narak', 'TT ']","['Fantasy', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/3629,https://thumb-g1.toomics.com/upload/thumbnail/20160726_maesters/2019_07_03_15621346116897.jpg
The Mask: Two Faces,44,['DDuckFeelBug Studio '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4716,https://thumb-g2.toomics.com/upload/thumbnail/20190410181554/2019_04_10_15548880248458.jpg
A Cinderella Story,24,"['KOI', 'Shampoo ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5074,https://thumb-g2.toomics.com/upload/thumbnail/20191212171226/2019_12_19_15767438157625.jpg
The Wolf's Pet,5,['XiaoShuiXuan '],"['Romance', 'Drama']",['New'],https://toomics.com/en/webtoon/episode/toon/6223,https://thumb-g1.toomics.com/upload/thumbnail/20210902145239/2022_01_27_16432457504399.jpg
The Devil's Descendants,48,"['JQ', 'Jaewon Lim ']","['Action', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/5034,https://thumb-g2.toomics.com/upload/thumbnail/20190129154909/2020_08_20_15979109999186.jpg
Cabalist,44,"['Kibeom', 'ALECO ']","['Fantasy', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/4747,https://thumb-g1.toomics.com/upload/thumbnail/20190924183847/2019_09_24_15693182583187.jpg
Malja,62,"['Hwaseong Lee', 'Choi Ikgyu ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4687,https://thumb-g1.toomics.com/upload/thumbnail/20170417_malja/2020_08_18_15977299303467.jpg
Happy,32,"['Chae Hwadam', 'Kim Hongtae ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5201,https://thumb-g1.toomics.com/upload/thumbnail/20200318155321/2020_03_20_15846754374577.jpg
A Day With Me,39,['HIMU-HIMU '],"['Romance', 'Fantasy']",['End'],https://toomics.com/en/webtoon/episode/toon/5931,https://thumb-g1.toomics.com/upload/thumbnail/20210706113223/2021_07_06_16255479302820.jpg
Friend Gossip,58,['Vincent '],['Romance'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2070,https://thumb-g2.toomics.com/upload/thumbnail/lcomics11/2019_10_23_15717940380731.jpg
The Bully Hunter,79,['Jeong Beomgu '],"['School life', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/5107,https://thumb-g1.toomics.com/upload/thumbnail/20191125170913/2019_11_25_15746696567163.jpg
On My Way,96,['Artist Lee '],"['Drama', 'Action']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/1724,https://thumb-g2.toomics.com/upload/thumbnail/20150910_yougo/2020_08_18_15977308668746.jpg
Collide,102,['Wann '],"['Romance', 'Drama']",[],https://toomics.com/en/webtoon/episode/toon/6050,https://thumb-g2.toomics.com/upload/thumbnail/20210720163547/2021_10_27_16353046742548.jpg
Alumni,40,"['Red P', 'Storm ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5171,https://thumb-g1.toomics.com/upload/thumbnail/20191209141328/2020_01_13_15788839247940.jpg
Cat Fight,30,"['Cocodor', 'Tunipapa ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5136,https://thumb-g2.toomics.com/upload/thumbnail/20200117163356/2020_01_20_15794836993853.jpg
Totally Captivated Side Stories,33,['Hajin Yoo '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/6058,https://thumb-g2.toomics.com/upload/thumbnail/20210720164306/2021_10_14_16341941187426.jpg
Give to the Heart,102,['Wann '],"['Romance', 'Drama']","['18+', 'Up']",https://toomics.com/en/webtoon/episode/toon/6069,https://thumb-g1.toomics.com/upload/thumbnail/20210720165104/2021_09_02_16305621694913.jpg
The Greatest Villain,27,['Sujin Kim '],"['BL', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/6053,https://thumb-g1.toomics.com/upload/thumbnail/20210720163933/2021_08_13_16288384556567.jpg
Death's Love Ballad,31,['Sagtavilia '],"['Drama', 'Fantasy']",[],https://toomics.com/en/webtoon/episode/toon/5980,https://thumb-g2.toomics.com/upload/thumbnail/20210712140034/2021_09_27_16327262473088.jpg
The Snow,30,['TAIRA '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4680,https://thumb-g2.toomics.com/upload/thumbnail/20170407_snow_flower/2020_08_21_15979684653296.jpg
The Nice Woman,40,"['Lee Hwaseong', 'Kang Younghwan ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5044,https://thumb-g2.toomics.com/upload/thumbnail/20190319182247/2019_03_27_15536509713134.jpg
Love Struck,30,['PXTAR '],"['Romance', 'Comedy']",['End'],https://toomics.com/en/webtoon/episode/toon/5713,https://thumb-g1.toomics.com/upload/thumbnail/20210310120504/2021_03_23_16164735409009.jpg
Blood Blade,72,['Choi Yunyeol '],"['Fantasy', 'Action']",['End'],https://toomics.com/en/webtoon/episode/toon/4726,https://thumb-g2.toomics.com/upload/thumbnail/20181012171328/2020_08_18_15977351537586.jpg
Inside the Uniform,31,['Suksuk '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4904,https://thumb-g2.toomics.com/upload/thumbnail/20180629120041/2021_04_22_16190776225256.jpg
Anything for You,30,"['M', 'Y ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5045,https://thumb-g1.toomics.com/upload/thumbnail/20190131183007/2020_09_16_16002420416537.jpg
Prince Bari,92,"['Solanine, Maki ']","['BL', 'Drama']",['18+'],https://toomics.com/en/webtoon/episode/toon/6051,https://thumb-g1.toomics.com/upload/thumbnail/20210720163624/2021_11_01_16357514244490.jpg
Super Rich,65,['Shin Dongseong '],"['School life', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/4544,https://thumb-g2.toomics.com/upload/thumbnail/20161028_super_rich/2020_08_18_15977277554374.jpg
The V Squad,52,['Artist Lee '],"['Drama', 'Action']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4934,https://thumb-g2.toomics.com/upload/thumbnail/20181001141551/2020_08_18_15977355434975.jpg
Grand Legend Ramayana,42,['Is Yuniarto '],['Drama'],[],https://toomics.com/en/webtoon/episode/toon/5970,https://thumb-g2.toomics.com/upload/thumbnail/20210712130531/2021_07_22_16269335871355.jpg
I Like You,48,['Momopia '],"['BL', 'School life']",['End'],https://toomics.com/en/webtoon/episode/toon/5054,https://thumb-g2.toomics.com/upload/thumbnail/20190425110341/2019_04_25_15561611415223.jpg
Magic Soup,50,"['Tropicalarmpit,Kimpeacock ']","['BL', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/6055,https://thumb-g1.toomics.com/upload/thumbnail/20210720164037/2021_10_19_16346218920181.jpg
Love Me More,20,"['Geulggol', 'Ggobung ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5217,https://thumb-g1.toomics.com/upload/thumbnail/20200120102232/2020_01_20_15794838537731.jpg
Maki and Friends,128,['Backsu Legend '],['Comedy'],['Up'],https://toomics.com/en/webtoon/episode/toon/4922,https://thumb-g2.toomics.com/upload/thumbnail/20191010181538/2019_10_10_15706992496308.jpg
Fresh!,30,"['Eru Jung', ' Yunjeong Kim ']","['Comedy', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/6062,https://thumb-g2.toomics.com/upload/thumbnail/20210720164616/2021_09_01_16304730746998.jpg
Gang Noir,53,"['Oayo', 'Pung ']","['Action', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/4547,https://thumb-g1.toomics.com/upload/thumbnail/20161028_noir/2020_08_18_15977174195559.jpg
How To Catch a Runaway Sheep,9,['Tohmi Aoyama '],"['BL', 'Fantasy']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/6338,https://thumb-g2.toomics.com/upload/thumbnail/20211118140929/2021_12_24_16403130221495.jpg
Barefoot : The Leash Season 2,65,"['Hwaseong Lee', 'Son Bong Gyu ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5063,https://thumb-g1.toomics.com/upload/thumbnail/20190807165259/2019_08_07_15651647554778.jpg
My Wife is an Alpha,10,['Fuyu Natsushita '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5564,https://thumb-g2.toomics.com/upload/thumbnail/20201029113411/2020_11_16_16054989735702.jpg
No Fantasy Alice,71,['SNSinny '],"['Fantasy', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/4974,https://thumb-g2.toomics.com/upload/thumbnail/20191016180620/2019_10_16_15712171401984.jpg
Stolen,50,[' Andromeda7 '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4845,https://thumb-g1.toomics.com/upload/thumbnail/20180611180018/2020_08_18_15977302715380.jpg
Jeopardy,64,"['ZOOcg', 'Wolf Iri ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4650,https://thumb-g2.toomics.com/upload/thumbnail/20170210_danger/2020_08_18_15977294571725.jpg
The Good Life,30,"['Eo Jin', 'Jiae ']","['BL', 'School life']",['End'],https://toomics.com/en/webtoon/episode/toon/5144,https://thumb-g2.toomics.com/upload/thumbnail/20191001143827/2021_03_25_16166358243370.jpg
Depths of Hell,30,['HAPPYGRA '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5173,https://thumb-g1.toomics.com/upload/thumbnail/20200226161521/2020_02_26_15827042343308.jpg
Depravity,55,['Oayo '],"['School life', 'Action']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4546,https://thumb-g2.toomics.com/upload/thumbnail/20161028_vofbs/2020_09_17_16003284895664.jpg
A New Me at the Academy,10,"['Chenglu', 'Braincircuit ']","['Drama', 'Romance']","['Up', 'New']",https://toomics.com/en/webtoon/episode/toon/5802,https://thumb-g2.toomics.com/upload/thumbnail/20210414144456/2022_01_18_16424698535723.jpg
My Body,50,"['Paldo_Sung', 'Ojakgyo ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4847,https://thumb-g1.toomics.com/upload/thumbnail/20180830105708/2020_09_18_16003960426803.jpg
Demon Sage,7,['RuoHongWenHua '],"['Fantasy', 'Action']",['New'],https://toomics.com/en/webtoon/episode/toon/5656,https://thumb-g2.toomics.com/upload/thumbnail/20210209160220/2022_03_03_16462726373174.jpg
Difficult Choices,36,"['Lee Hwaseong', 'Choi Ikgyu ']","['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5040,https://thumb-g2.toomics.com/upload/thumbnail/20190319182051/2019_03_26_15535790380165.jpg
My Love Affair,35,"['Kaari', 'Nunik & Nai ']","['Drama', 'Romance']",[],https://toomics.com/en/webtoon/episode/toon/5992,https://thumb-g2.toomics.com/upload/thumbnail/20210712133538/2021_07_29_16275193152711.jpg
Turning Points,44,['L Comics '],['Romance'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2061,https://thumb-g1.toomics.com/upload/thumbnail/lcomics02/2020_03_31_15856396102384.jpg
The Mermaid's Pond,61,['Dandek '],['Drama'],['End'],https://toomics.com/en/webtoon/episode/toon/4925,https://thumb-g1.toomics.com/upload/thumbnail/20190819170901/2019_08_26_15667857523050.jpg
High School Devil,189,['Studio Moon '],"['School life', 'Action']",[],https://toomics.com/en/webtoon/episode/toon/1695,https://thumb-g1.toomics.com/upload/thumbnail/20150812_highschool/2020_08_18_15977230209638.jpg
The Ten Years I Love You Most,4,['Lovenovel '],"['BL', 'Romance']",['New'],https://toomics.com/en/webtoon/episode/toon/6361,https://thumb-g1.toomics.com/upload/thumbnail/20211123161401/2022_03_23_16480224405185.jpg
Flames,30,['si tall '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5043,https://thumb-g1.toomics.com/upload/thumbnail/20190603165639/2019_06_05_15597044623737.jpg
You're My Angel?!,67,['Eui Gyeom Kim '],"['Romance', 'Drama']",['End'],https://toomics.com/en/webtoon/episode/toon/4952,https://thumb-g2.toomics.com/upload/thumbnail/20190723175206/2019_07_23_15638724890330.jpg
Pitbull & Mew,55,['MAF KEUN '],"['Drama', 'Romance']",['End'],https://toomics.com/en/webtoon/episode/toon/5997,https://thumb-g1.toomics.com/upload/thumbnail/20210712133854/2021_07_29_16275202178722.jpg
Our Secret Garden,32,['Kimong '],"['BL', 'Romance']",['End'],https://toomics.com/en/webtoon/episode/toon/5149,https://thumb-g1.toomics.com/upload/thumbnail/20191015160323/2019_10_15_15711232484995.jpg
An Outsider's Way In,3,"['IngSook', 'Momobird ']","['School life', 'Romance']","['18+', 'New']",https://toomics.com/en/webtoon/episode/toon/5855,https://thumb-g1.toomics.com/upload/thumbnail/20220322122807/2022_04_11_16496373044963.jpg
Tasty Chat: 0km,32,['Lee Gam '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5120,https://thumb-g2.toomics.com/upload/thumbnail/20200520163203/2020_05_20_15899604506552.jpg
Daddy's Boyfriend,13,['Luca Yoshino '],"['BL', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5533,https://thumb-g1.toomics.com/upload/thumbnail/20200925114632/2020_10_19_16030690668625.jpg
Your Love Belongs to Me,12,['Honoji Tokita '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5571,https://thumb-g1.toomics.com/upload/thumbnail/20201109155542/2020_11_30_16067149183494.jpg
Love All,59,['Oh Jun Kwon '],"['Sports', 'Drama']",['Up'],https://toomics.com/en/webtoon/episode/toon/2271,https://thumb-g1.toomics.com/upload/thumbnail/20160212_love_all/2021_03_04_16148349094370.jpg
Undying Memories,48,['TAIRA '],['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2049,https://thumb-g1.toomics.com/upload/thumbnail/20151113_memory_not_invited/2020_05_20_15899606209571.jpg
Daydream,40,"['Won Hagyun', 'Charger ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5233,https://thumb-g1.toomics.com/upload/thumbnail/20200716161630/2020_07_30_15960877130694.jpg
The Island,44,"['K', 'Eye Drops ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4651,https://thumb-g1.toomics.com/upload/thumbnail/20170213_Island/2020_08_18_15977320121552.jpg
Her Time,30,"['Lee Jongkyu', 'Song Raehyun ']",['Romance'],['End'],https://toomics.com/en/webtoon/episode/toon/2458,https://thumb-g2.toomics.com/upload/thumbnail/20160512_her_time/2020_08_18_15977307797042.jpg
Deceit: Snake's Tongue,28,"['Kkyoseoung', 'Doneoung ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5049,https://thumb-g1.toomics.com/upload/thumbnail/20190418145637/2019_05_10_15574597990798.jpg
1001 Colors,40,['PXTAR '],['Romance'],[],https://toomics.com/en/webtoon/episode/toon/5752,https://thumb-g2.toomics.com/upload/thumbnail/20210329165106/2021_08_18_16292654527131.jpg
Losstime in Europe,92,['Lee Woojin '],['Sports'],[],https://toomics.com/en/webtoon/episode/toon/2371,https://thumb-g1.toomics.com/upload/thumbnail/20160415_loss/2020_06_03_15911555428395.jpg
Overlord Time!,118,['Dangtoe '],"['Action', 'Fantasy']",[],https://toomics.com/en/webtoon/episode/toon/4928,https://thumb-g2.toomics.com/upload/thumbnail/20191203155834/2019_12_03_15753604256060.jpg
Give and Take,48,['Namgyeong '],"['Drama', 'Romance']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/4973,https://thumb-g1.toomics.com/upload/thumbnail/20191010103034/2019_10_31_15725147857971.jpg
My Pet is a Warlord,53,['Adimas Soekidin '],"['Romance', 'Comedy']",[],https://toomics.com/en/webtoon/episode/toon/5993,https://thumb-g1.toomics.com/upload/thumbnail/20210712133643/2021_07_29_16275436317037.jpg
Forever Gossip,14,['LUCY '],['Romance'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/2067,https://thumb-g1.toomics.com/upload/thumbnail/lcomics08/2020_02_21_15822698037095.jpg
The Uninvited Cat and His Fickle Master,11,['Ko '],"['BL', 'Drama']","['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5545,https://thumb-g1.toomics.com/upload/thumbnail/20201005100332/2020_11_02_16042795903692.jpg
Bride of Love,5,['Jemon Culture '],"['BL', 'Fantasy']",['New'],https://toomics.com/en/webtoon/episode/toon/6272,https://thumb-g2.toomics.com/upload/thumbnail/20211014135845/2022_02_23_16455858156445.jpg
Safe Haven,3,"['Eroro ', 'O2Lin ']","['Drama', 'Romance']","['18+', 'New']",https://toomics.com/en/webtoon/episode/toon/5810,https://thumb-g2.toomics.com/upload/thumbnail/20211209153403/2021_12_09_16390317179642.jpg
Ishibashi Defense Corps Individual,10,['Unohana '],['BL'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/6339,https://thumb-g1.toomics.com/upload/thumbnail/20211118141625/2021_12_17_16397232986325.jpg
You Are My Princess,13,['Hiroto Kujirada '],['BL'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5412,https://thumb-g2.toomics.com/upload/thumbnail/20200427123256/2020_05_18_15897698028525.jpg
The Birthday Present,32,"['Lee Hwaseong', 'Paeng Hyeonjun ']",['Drama'],"['18+', 'End']",https://toomics.com/en/webtoon/episode/toon/5069,https://thumb-g1.toomics.com/upload/thumbnail/20190813163522/2020_09_18_16004066687484.jpg
