title,item_id,link,cover,creators,genres,views,subscribers,likes,banner,details,tags,episodes,released
Updater,215392,https://tapas.io/series/updater/info,https://d30womf5coomej.cloudfront.net/sa/a1/b47b53b2-8ff9-4fda-9f75-05ff47da729f_z.jpg,['89LINE'],"['Action', 'Gaming', 'Fantasy']","378,022 views","14,648 subscribers","34,812 likes",https://d30womf5coomej.cloudfront.net/sa/b7/f6fea01f-2f09-4f40-8e96-a318580e27a6.jpg,"Aiden was a normal, albeit glitched, NPC trying to make ends meet to support his sister when suddenly, the all-powerful system administrator appeared and deleted his whole town during routine maintenance. Due to his particular glitch, Aiden instead gains the power of an administrator... but it's too little too late, as his sister slowly fades into nothing in his arms. With his new administrator update abilities, Aiden swears to get revenge on the unseen overlords of his world. He'll stop NPC’s from ever being deleted again!",[],52,"Sep 13, 2021"
Celeste Academy,220413,https://tapas.io/series/celeste-academy-comic/info,https://d30womf5coomej.cloudfront.net/sa/7c/67b1d559-cfaa-4f5d-95c5-34b06cfdcd58_z.jpg,"['MyLovelyWriter', 'protokrawl', 'apothecatry', 'Kisai Entertainment', 'Tapas Media']","['Fantasy', 'Romance', 'Action']","359,551 views","22,817 subscribers","34,495 likes",https://d30womf5coomej.cloudfront.net/sa/25/4cd5e9b6-10ec-4f90-bacc-1bc0422e8738.jpg,"What's worse than going to school? Going to school in another world to become a... knight?! After accidentally witnessing a sword-wielding woman slay a demon in the streets of Boston, Valeriana is kidnapped and forced to enroll in the magical Celeste Academy. It would've been great if she fit right in, but while everyone's learning to use their magic powers to protect the world of Valemnia from demons, she's stuck being the only human in class! To make matters worse, the demons are getting stronger. Not only is Valemnia in growing danger, but Earth could be their next target. Surely demons can wait to destroy the world until she gets her life together, right?

BASED ON THE ORIGINAL NOVEL:
https://tapas.io/series/celeste-academy",[],42,"Nov 24, 2021"
BLINK,131312,https://tapas.io/series/BLINKComic/info,https://d30womf5coomej.cloudfront.net/sa/7c/07a30f0b-c6a3-423e-9230-9543f63bef3d_z.jpg,"['REX OGLE', 'eDufR']","['Science fiction', 'Drama']","277,067 views","18,071 subscribers","34,483 likes",7,"Mia lives in the slums, she’s failing school, has no friends, and her parents are always fighting.  Life just doesn’t seem worth living sometimes—until the day time slows and stops completely. Stuck in-between moments, Mia finds herself desperately alone and losing her sanity.  Little does she know that something dark and ancient is stalking her, and will stop at nothing until it has her by the throat…

Art：Edu
Story：Rex Ogle
Coloring: Dojo Gubser
Reformatting and Lettering: Zaneh K.
Editor: Michael Son
Assistant Editor: Clarissa Reid",[],22,"Feb 11, 2019"
Surviving as the Prince's Fianc&eacute;e,142114,https://tapas.io/series/spf/info,https://d30womf5coomej.cloudfront.net/sa/86/4dcbfa2b-2866-49bd-8783-b565e9a7fa19_z.jpg,['HuiSe'],"['Romance', 'Drama', 'Comedy', 'Fantasy']","647,755 views","28,671 subscribers","34,421 likes",6,"On her way back home late one night, office worker Sophie stumbles into another world where she's a princess?! Well that's what Alan, prince of the Lapis Kingdom, says. To return to her world she must fulfill the prophecy and help Alan become king. Sophie agrees but...amidst a war for the crown, can she survive?","['#magic', '#Princess', '#another_world', '#magic', '#Princess', '#another_world']",82,"Jun 08, 2019"
This Wolf Won't Bite,224666,https://tapas.io/series/this-wolf-wont-bite/info,https://d30womf5coomej.cloudfront.net/sa/1a/08f171f1-e2c3-45bc-a178-7904c40260a7_z.jpg,"[""neighbor's sister"", 'nunal', 'Woo Yuyang']","['Romance', 'Fantasy']","333,743 views","16,931 subscribers","34,112 likes",https://d30womf5coomej.cloudfront.net/sa/30/60666e28-c436-49ea-b977-46de98076947.jpg,"Lucy Leopardi has no friends. But of course she doesn’t—she’s a lamb born into a family of lions! Lonely, insecure, and desperate for friendship, Lucy can’t wait to make her first friend. One fateful night on a ballroom balcony, she meets Roman, a charming, young dog with whom she makes an instant connection. But when his association with the infamous House of Baskerville comes to light, will their newfound friendship blossom, or will dishonesty bite into their budding relationship?",[],35,"Jan 11, 2022"
Everything's Coming Up Roses,231409,https://tapas.io/series/everythings-coming-up-roses/info,https://d30womf5coomej.cloudfront.net/sa/d2/3d0614cb-1e34-4dcc-9cab-efec9917773e_z.jpg,"['JHON', 'Nokta']","['Fantasy', 'Romance']","300,003 views","19,654 subscribers","34,024 likes",https://d30womf5coomej.cloudfront.net/sa/4f/27c3288c-976c-441e-9909-7ea49c40e6d4.jpg,"Abducted from her mother at a young age and tortured for her incredible power, Evanna knew nothing but agony her whole life. That is until one day, she is rescued and returned to the father she never knew, the Duke of Vicente. But as Evanna’s very existence brings back painful memories for the Duke, he must learn how to love her, while Evanna must come to trust her father and heal her trauma. But with Evanna's power highly coveted, can these two overcome their thorny pasts for a rosier future?",[],22,"Apr 15, 2022"
Shadow Squad,165755,https://tapas.io/series/shadow-squad/info,https://d30womf5coomej.cloudfront.net/sa/ad/77d81079-5677-4f64-b766-f4e03fcff727_z.jpg,['iQiyi Comics'],"['Action', 'Drama', 'Slice of life', 'Comedy']","278,376 views","21,325 subscribers","33,997 likes",6,"Spencer Chang, a talented strategist with a knack for breaking into the most secure places. Joy Wen, heir to his family’s fortune, who craves adventure almost as much as the attention of beautiful women. Sui Zhuo, a mysterious hacker with a dark past, whose timid appearance belies her strength and courage. Together, these three mercenaries form a bond that will see them through increasingly daring exploits… that is, if they can just stop bickering long enough.",[],97,"Feb 24, 2020"
Catching Two Birds with One Sweet Princess,220559,https://tapas.io/series/catching-two-birds-with-one-sweet-princess/info,https://d30womf5coomej.cloudfront.net/sa/c2/5dc576b7-eecb-4206-99f9-52c198029986_z.jpg,"['CAT-HANDS', 'Ppuing', 'Yuz']","['Romance', 'Fantasy']","362,563 views","18,229 subscribers","33,828 likes",https://d30womf5coomej.cloudfront.net/sa/85/1cb9e8c5-3131-4606-883e-3acdb4e123f1.jpg,"After awakening in a webnovel as Princess Clara, this former office worker isn’t getting the royal treatment. As the shy sister of the tyrannical King Bastian, she’s immediately faced with disdain and so much drama! Plus her character's destined to be seduced by his latest hostage, Crown Prince Daniel, accused of betrayal, and executed. But Clara’s got a backbone and a plan to win over her brother. She’s ready to take control, slap some sense into meddling nobles and servants, and resist the charms of her handsome (really handsome) charge!",[],37,"Nov 22, 2021"
Bom's Espresso,222929,https://tapas.io/series/boms-espresso/info,https://d30womf5coomej.cloudfront.net/sa/55/c8f3b315-9be8-4fcb-9bec-f1936a0ee948_z.jpg,"['GwonDohee\u200b', 'Dolcenabi\u200b']",['Romance'],"334,216 views","20,326 subscribers","33,754 likes",https://d30womf5coomej.cloudfront.net/sa/2a/a5709779-ca4c-4479-8a69-4f02453cc61b.jpg,"Coffee-loving Yoon Bomsol has been struggling ever since her beloved business, Cafe Bom, went under. When she lands a job as assistant to Jake K., an arrogant but sought-after barista, she has no idea that he is really Kim Jaehee, a customer of hers who proposed to her almost a decade ago. Reunited once again in the world of coffee, will Bomsol see Jaehee for the man he’s trying to be? Or will this second encounter be a “latte” to handle?",[],36,"Dec 04, 2021"
The Shape of Things,61485,https://tapas.io/series/theshapeofthings/info,https://d30womf5coomej.cloudfront.net/sa/93/43a5d9ea-05de-4972-8a0e-08fa81226eb8_z.jpg,['Samantha Davies'],"['Drama', 'Fantasy']","415,772 views","17,199 subscribers","33,637 likes",4,The Shape of Things is a wordless fantasy adventure following the lives of a pair of shapeshifters on the run. The comic will unravel the secrets of their past and journey with them as they attempt to build a future together.,[],38,"Mar 27, 2017"
Contractual Marriage to a Surly Duke,193756,https://tapas.io/series/contractual-marriage-to-a-surly-duke/info,https://d30womf5coomej.cloudfront.net/sa/7a/b23b29c5-32d3-4205-bf28-d5a8baaa0401_z.jpg,"['Yeonhong', 'Serian', 'Tapas Media']","['Romance', 'Fantasy']","357,428 views","23,128 subscribers","33,621 likes",https://d30womf5coomej.cloudfront.net/sa/0b/1b490632-b617-43a7-9441-826a673b5beb.jpg,"Tragedy strikes when Selene’s parents pass away, and her family loses everything. With no other option at her disposal, she works multiple jobs to provide for her siblings. Luckily an opportunity for financial security arises; all she must do is marry the duchess’s son, Armand, and produce an heir. But the home situation Selene enters is complex, and Armand, once a great commander, is housebound with a mysterious condition. She’s determined to find the root of his illness, but she might drudge up some skeletons in the closet instead...",[],30,"Feb 17, 2022"
How the Heck do I Make this Demon a Star?!,168118,https://tapas.io/series/how-the-heck/info,https://d30womf5coomej.cloudfront.net/sa/c3/c72811b7-ad10-4b21-8474-681b1d507a3c_z.jpg,['Heixia'],"['Comedy', 'BL', 'Drama', 'Slice of life', 'Fantasy']","227,760 views","13,550 subscribers","33,572 likes",4,"Jean’s a rookie talent manager with everything to prove. Beelzebub’s his brand new client with devilish good looks and the voice of an angel... but with a few quirks in his personality, like banishing ghosts and a complete lack of shame. Jean needs his very first client to succeed, but will Beelzebub's dark past sink their dreams of fame and fortune? Just how the heck will he make this demon a star?!",[],122,"Mar 27, 2020"
The Guy Inside Me,225168,https://tapas.io/series/the-guy-inside-me/info,https://d30womf5coomej.cloudfront.net/sa/cb/aae8ef36-79f0-4c05-abc5-b05ae7774a33_z.jpg,"['JI.JING.JUN', 'SHOU', 'Kuaikan Comics']","['BL', 'Fantasy']","227,524 views","23,225 subscribers","33,291 likes",https://d30womf5coomej.cloudfront.net/sa/75/d1b48364-5973-426d-9d0b-2b1173f6b58c.jpg,"At Linzhen High, Sheng Xu is the resident bad boy, while Zhan Shao is the by-the-book school genius. They’re polar opposites and butt heads every chance they get! But one day, their worlds get turned upside down when they mysteriously switch bodies. While navigating life trapped in an unfamiliar body and learning to work as a team to maintain their respective tough-guy image and perfect GPA, they discover hidden truths and deeper feelings for each other. But can opposites attract when the guy you like is... you?",[],45,"Jan 16, 2022"
The Girlfriend Project,226692,https://tapas.io/series/the-girlfriend-project/info,https://d30womf5coomej.cloudfront.net/sa/60/c2cd516c-b9c3-4314-b703-b105a6cc1586_z.jpg,"['Tapas Media', 'Kisai Entertainment', 'Sahyu', 'protokrawl', 'gracefranzen']","['GL', 'Romance', 'Drama']","217,290 views","18,944 subscribers","33,124 likes",https://d30womf5coomej.cloudfront.net/sa/1f/2351a0ef-c4ff-4f1c-a23f-864914d06bd6.jpg,"When Julia’s scholarship is cut, she’s out of options. A surprise rescue comes when her project partner Ryn offers to pay Julia to pretend to be her girlfriend for the holidays. One problem: Ryn is quite possibly the weirdest person Julia knows. On top of that, Ryn’s filthy rich family snubs black sheep like Ryn and working-class people like Julia. As Julia works to win the hearts of Ryn’s family, she realizes it could be more than her pride on the line: Her own heart may be in jeopardy, too.",[],23,"Feb 20, 2022"
A Monster Hunter Becomes a Princess,226688,https://tapas.io/series/a-monster-hunter-becomes-a-princess/info,https://d30womf5coomej.cloudfront.net/sa/6a/087c82f2-17d1-41de-ab4e-53e46e373bc0_z.jpg,"['Kim Yerin', 'Jang Yura']","['Romance', 'Fantasy']","369,365 views","19,942 subscribers","32,959 likes",https://d30womf5coomej.cloudfront.net/sa/7a/6c7bf697-1815-4498-abba-f05c23e58ccc.jpg,"I, a great monster killer, was about to plunge my knife into a vampire’s heart to avenge my parents’ death… when I woke up in a princess’s body instead! All I want is to return to my world so I can complete my revenge. But here I am, stuck in the body of a princess who is considered bad luck by the entire kingdom. Well, at least there’s one other man who got tossed here from another world, too. Hopefully, we can find a way back, or else I might be killed!",[],30,"Feb 19, 2022"
The Constellation of Us,211473,https://tapas.io/series/the-constellation-of-us/info,https://d30womf5coomej.cloudfront.net/sa/ff/2bc71a13-4972-4345-81a2-8997bb416f32_z.jpg,"['Kuaikan Comics', 'Longkun']","['BL', 'Drama']","190,329 views","16,352 subscribers","32,693 likes",https://d30womf5coomej.cloudfront.net/sa/25/ad28c252-f0cb-4ac4-a700-5da63f8a8640.jpg,"An indescribable force draws Weiyu and Hao together. Like two stars entwined in the same orbit, these two classmates were bound to impact each other’s lives, but Weiyu’s latest prank may cost him his closest friend. As family expectations mount, the two can't help but question if their friendship is pure or just a consequence of family business. Yet that force still pulls at them... Are they fated to be more than just friends? Or were they only meant to cross paths in the celestial expanse of life?",[],79,"Jul 27, 2021"
Gods Reborn,180188,https://tapas.io/series/godsreborn/info,https://d30womf5coomej.cloudfront.net/sa/d6/ad39a282-ac7e-45db-bc49-ad3eeb25a3da_z.jpg,['cheezemate'],"['Action', 'Fantasy']","414,211 views","30,758 subscribers","32,668 likes",https://d30womf5coomej.cloudfront.net/sa/6b/602e33da-3fdd-486e-b7f9-04c7b424e521.jpg,"Were they angels or demons? Appearing out of nowhere like god’s wrath upon the Earth, no one knows what the monsters are or why they attack humans. They call them: the Djin. After waking up from a nine-month coma, part-time Djin-hunters Lilou and Lux must slay all the monsters and collect the bounty. But why does Lilou have such a strong connection to the Djin and such extraordinary powers?",[],55,"Jul 19, 2020"
Alien Idol,159537,https://tapas.io/series/alien-idol/info,https://d30womf5coomej.cloudfront.net/sa/04/046996f8-5ada-4319-a7af-34b755878c60_z.jpg,['JIAE'],"['LGBTQ+', 'Romance', 'Drama', 'Fantasy', 'Science fiction']","270,711 views","10,543 subscribers","32,640 likes",7,"After her home planet, Rama, was destroyed by an enemy alien attack, Rie lost her home and the dearest person to her heart, Road. Yet in despair laid a silver lining, as Rie and her fellow aliens crashed into the bedroom of a famous K-pop company CEO. Seeing their otherworldly beauty, the CEO immediately recruited the aliens, but as an all-male group, including Rie! How will Rie, a genderless alien who has always thought of herself as a woman, handle having to act as a man everywhere in public?",[],140,"Dec 20, 2019"
Re-Blooming,198148,https://tapas.io/series/re-blooming/info,https://d30womf5coomej.cloudfront.net/sa/8e/04014eaf-1776-49e6-be38-01bc17f20c83_z.jpg,['letINK '],['GL'],"351,496 views","18,509 subscribers","32,588 likes",https://d30womf5coomej.cloudfront.net/sa/e3/bc19349c-daf8-47a5-a096-afb50870b131.jpg,"Dinner with friends takes a turn when Yeonji’s coldhearted college ex shows up. After all those years, Ava wants to try again… and to date like they used to. Should Yeonji give it a second chance, when all Ava did was leave her broken and humiliated? And why is Ava reaching out now, just as their old college friend, Mojoo, has returned from abroad? The timing’s peculiar, but something’s different about Ava. Will the two rekindle a broken love? Or will dark secrets of the past stand in their way?",[],36,"Jul 24, 2021"
Love in Time,164875,https://tapas.io/series/loveintime/info,https://d30womf5coomej.cloudfront.net/sa/06/75ab9780-2ce3-4ba8-bf54-ed9d345f10cd_z.jpg,"['Kisai Entertainment', 'Ki Hong Lee', 'James Chen']","['Romance', 'Drama', 'Science fiction']","396,305 views","21,122 subscribers","32,290 likes",https://d30womf5coomej.cloudfront.net/sa/f2/52746e40-961c-436c-9b02-b7fd6c2b0218.png,"Locke, a time traveling scientist from the future, becomes trapped in the 1800’s and has no choice but to wait until the present day, when the next window that will allow him to travel back to the future will arrive. In order to avoid potentially disastrous butterfly effects, he's lived in complete isolation for over 200 years. Two months before his chance to return, sparks fly when he runs into Zoe, a kind-hearted young woman whose fate is deeply intertwined with his own. Although he knows better, he can't seem to let her go. Will he go against everything he's ever known, to risk his life and future to protect her?",[],49,"Feb 17, 2020"
The Pharaoh's Concubine,187117,https://tapas.io/series/the-pharaohs-concubine/info,https://d30womf5coomej.cloudfront.net/sa/48/22198be3-dcdf-4ad2-b623-8c2597e17d62_z.jpg,"['Zhiyinmanke', 'Mi Sha']","['Romance', 'Drama', 'Fantasy']","380,357 views","15,195 subscribers","31,966 likes",https://d30womf5coomej.cloudfront.net/sa/c5/e2724169-2f1b-4611-b395-9eae694d9d55.jpg,"Was it a dream? Young, brilliant Ivy wakes up in her family’s home after weeks in ancient Egypt, transported there by a magical bracelet. She can still see him—Bifitu, the charismatic prince, who became one of Egypt's greatest Pharaohs. And she was Nefertari, whom history would record as his beloved queen. But something had changed. Bifitu is now all but forgotten, the archives noting he had died just two years into his reign. She has to return, to set things right... even if it means her life.",[],68,"Jan 03, 2021"
Lily the Vicious Villainess,213350,https://tapas.io/series/lily-the-vicious-villainess/info,https://d30womf5coomej.cloudfront.net/sa/33/abbd6cea-a369-48cb-a178-2eb8386f835a_z.jpg,"['EUNROK', 'HEMO']","['Romance', 'Fantasy']","305,278 views","17,770 subscribers","31,955 likes",https://d30womf5coomej.cloudfront.net/sa/e3/a29e2d7e-8385-401f-b395-fc010de0f744.jpg,"Saint Lily shared the voice of the goddess Seraph and guided the empire… until the goddess stopped talking to her, the empire fell, and she died. But when Seraph grants her another chance at life, Lily takes her destiny in a different direction. Now the leader of a gang, she’s focused on making the empire hers, with a little bit of kidnapping and dating tossed in! After making the switch from saint to villainess, will Lily finally find happiness? Or will she discover there’s more to life than good and evil?",[],53,"Aug 22, 2021"
Hard Lacquer,198586,https://tapas.io/series/HardLacquer/info,https://d30womf5coomej.cloudfront.net/sa/6f/903d5fe0-7ad3-4092-a891-9091d13bf91f_z.jpg,['Amelia Allore'],"['Romance', 'Action', 'GL']","361,194 views","34,883 subscribers","31,865 likes",https://d30womf5coomej.cloudfront.net/sa/b6/6857c04b-be9f-4338-8b7e-df3410dc9064.jpg,"Claire Belmonte is an influencer-turned-vigilante. Robin Huong is her reluctant bodyguard who’s just trying to make it to her next paycheck in one piece. Together they’re taking down a multimillion dollar crime syndicate—if they don’t end up killing each other first. But what’s an heiress-influencer doing getting involved in a criminal empire, anyway? And what kind of history does Claire have with the syndicate’s boss—a smooth-talking butch with a taste for three-piece suits? It's two parts spy drama, one part romance, where everyone's got something to hide and nothing to lose.","['#lgbt', '#queer_creator', '#lgbt', '#queer_creator']",27,"Feb 01, 2021"
Book Eater,224735,https://tapas.io/series/book-eater/info,https://d30womf5coomej.cloudfront.net/sa/c8/c09774c5-4fb4-425b-88df-8aa813e2bbb3_z.jpg,"['CREW EASTWOOD', 'MKR']","['Fantasy', 'Action']","346,106 views","17,976 subscribers","31,828 likes",https://d30womf5coomej.cloudfront.net/sa/01/52daa432-a55b-429b-b6c4-157542b5f38d.jpg,"Theodore Miller knows everything about magic… except how to use it. Just as he’s about to flunk out of Berghen Academy, Theo chances upon a grimoire named “Gluttony” that manifests as a magic-hungry creature on his hand. The more magical texts and artifacts Gluttony consumes, the more powerful Theo becomes, quickly making him the academy’s star student. Sure, he now lives under constant threat of being eaten by an insatiable parasite, but Theo is finally on his way to becoming a real wizard.",[],34,"Jan 15, 2022"
Concubine Walkthrough,199294,https://tapas.io/series/concubine-walkthrough/info,https://d30womf5coomej.cloudfront.net/sa/fa/c6957371-6b79-4f91-8d9e-37adccbd493d_z.jpg,['bongbong'],['Fantasy'],"242,682 views","13,501 subscribers","31,311 likes",https://d30womf5coomej.cloudfront.net/sa/af/60f4ce21-db0b-4fbb-9ac6-630ae33f5f99.jpg,"At first, Yona gave some major side-eye to the popular game ""Concubine Walkthrough"" until she got sucked into it—literally! Now stuck as the villain, she has her hands full facing the infamously cruel emperor, shaking off scheming concubines, and befriending NPCs. There’s only one way the Game Master will let her out and that’s to become the Empress! Will she be able to stay true to her honest and straightforward self despite the palace’s intrigues? One extra problem: she’s got competition...",[],74,"Mar 10, 2021"
Office Gods,231397,https://tapas.io/series/office-gods/info,https://d30womf5coomej.cloudfront.net/sa/0f/ce3ac3f8-6b22-428b-ad23-ccfe1ae55323_z.jpg,"['Demonicblackcat', 'Hiikariin', 'Tapas Media', 'Kisai Entertainment']","['Romance', 'Drama', 'Fantasy']","578,332 views","30,913 subscribers","31,215 likes",https://d30womf5coomej.cloudfront.net/sa/04/6cc2eac2-9d6a-4954-9125-9e03975e9a8c.jpg,"What’s it like to work at an office where all of your bosses are literal gods and goddesses? Iris, a young human woman, is swept into the world of divine bureaucracy as a mailroom assistant in the corporate HQ of the Olympians themselves! But this is no easy place for a human to be, and she’s already gotten off on the wrong foot with two handsome demigods: the fiery, short-tempered Dante, and the stoic but gentle Orion. As she grows closer to them both, can she keep her personal and professional lives separate while surviving Eros’ antics, Aphrodite’s temper, and Hermes’ pranks?",[],17,"Apr 08, 2022"
Red Cage,121482,https://tapas.io/series/redcage/info,https://d30womf5coomej.cloudfront.net/sa/cd/f846ff34-c743-46ab-8630-27b136f15151_z.jpg,"['anon.3910148', 'KeuKeuJ.J']","['Action', 'Horror', 'Drama']","505,571 views","12,403 subscribers","30,967 likes",6,"In the worst neighborhoods, the back of a taxi is called the cage. 5326 is the code, Re-Call Red, a revenge call to end all suffering. Need a bully curb-stomped? Call. Your husband cheat on you? Call. Has your business partner stolen all your money? Call and Deke will be there, waiting for you, for them. The Rainbow Taxi offers the full spectrum of special services. Call now.",[],106,"Oct 31, 2018"
Enjoy the Show!,128984,https://tapas.io/series/Enjoy-the-Show/info,https://d30womf5coomej.cloudfront.net/sa/82/72574635-eed5-46b9-9959-d15c67b1c5b0_z.jpg,['Jenna_A'],"['Drama', 'Romance', 'Comedy']","170,464 views","15,461 subscribers","30,844 likes",https://d30womf5coomej.cloudfront.net/sa/5a/61c31730-f66b-4583-bfb1-763d2fea5375.jpg,"Seeking a new (and independent) lease on life, Violet flees her sleepy hometown for the bright, flashing lights of Las Vegas! Hoping to find herself, she instead finds a part-time job full of quirky coworkers, cranky customers, and...romance?",[],24,"Jan 12, 2019"
A Thousand Year Engagement,217943,https://tapas.io/series/a-thousand-year-engagement/info,https://d30womf5coomej.cloudfront.net/sa/0c/bd5cc312-3b1d-475c-b85b-46c6fc302f7f_z.jpg,"['cheezemate', 'POPIPAPEPU', 'Kisai Entertainment']","['Romance', 'Fantasy']","323,861 views","23,310 subscribers","30,794 likes",https://d30womf5coomej.cloudfront.net/sa/d4/55ffe0a1-5b63-4f84-bdca-b596cce73b69.jpg,"A thousand-year engagement between a human and a demon may sound like a fairy tale, but it’s Alex’s living nightmare! Abducted and taken to a strange land, Alex learns she must marry the demon Prince Orias to bring peace to both of their worlds. There’s just one problem: she and the prince can’t stand one another! Will this stubborn human and prideful demon be able to work together to end the engagement once and for all? Or will their quest to avoid the altar lead to love?",[],43,"Oct 08, 2021"
Backcourt,96269,https://tapas.io/series/backcourt/info,https://d30womf5coomej.cloudfront.net/sa/61/eb184f97-68aa-4ca8-8426-f42eaae0443e_z.jpg,['Sta-Road'],"['Drama', 'Slice of life', 'Comedy']","375,359 views","17,110 subscribers","30,592 likes",4,"David Suh was once known as a basketball genius, but now he works as an employee at a convenience store. One day he receives an unexpected visit from an old friend who offers him a position as a high school basketball coach. David accepts the offer thinking he would make a grand comeback on the court as the coach of a famous high school basketball team. However he soon finds out that he was seriously mistaken.

This is a story about a women’s basketball team that surpassed everyone’s expectation.","['#basketball', '#basketball']",132,"Feb 18, 2018"
Hoarding in Hell,231390,https://tapas.io/series/hoarding-in-hell/info,https://d30womf5coomej.cloudfront.net/sa/ff/f54cb982-7875-4142-8172-46ae9d3490e4_z.jpg,"['Kim Donghoon', 'COBY', 'Corgibear']","['Action', 'Fantasy']","383,860 views","16,015 subscribers","30,562 likes",https://d30womf5coomej.cloudfront.net/sa/59/80d299c3-5af6-4d4c-aa69-81926dc6943f.jpg,"Hyunmoo Kang is a miner scraping by in a world where those with the right talent can make millions as hunters in dungeons. One day, he inherits a mysterious hearthstone that magically transports him to a place called Hell, where he quickly dies—only to regenerate. In Hell, he hones his skills, builds talent, and hoards items that pay handsomely in his world. As Hyunmoo spends more time in Hell, he starts to wonder how this place came to be and most of all... how it connects to his own world.",[],23,"Apr 06, 2022"
Love of Mine,199480,https://tapas.io/series/love-of-mine/info,https://d30womf5coomej.cloudfront.net/sa/43/6fec7c7b-f0ab-4747-a9f7-e011ea8658d2_z.jpg,['IM'],['Romance'],"258,858 views","12,603 subscribers","30,560 likes",https://d30womf5coomej.cloudfront.net/sa/f9/70297433-345b-4e1d-934b-9c04cd5c1ff8.jpg,"Hari is your average quiet girl who got assigned the bubbly Yeonju as a roommate, and somehow they became best friends. But just before Hari can tell her about her crush on a charming senior named Jinho, Yeonju says it first—and that they’re dating! After years of watching from the sidelines, Hari finally gets over him, but now he’s chasing after her... With no time for romance, Hari agrees to a blind date to get rid of Jinho. Who knew her blind date had an unrequited love of his own?",[],118,"Mar 16, 2021"
Shirayuki,151473,https://tapas.io/series/shirayuki/info,https://d30womf5coomej.cloudfront.net/sa/b1/caf6fed9-e0b0-4e45-a129-cc4413e1f743_z.jpg,"['Kisai Entertainment', 'Christine Dao', 'Exillia']","['Fantasy', 'Romance', 'Drama', 'Comedy']","271,984 views","25,550 subscribers","30,452 likes",6,"If Snow White had lived in feudal Japan, her name probably would’ve been Shirayuki.

And she might have escaped an assassination attempt by her jealous stepmother, the Empress.

And she likely would have taken a wrong turn during said escape into the Suicide Forest, where she might have stumbled upon the hideout of seven ninjas.

And those ninjas probably would have killed her for finding their hideout but then decided against it because they hated the Empress, too.

And instead, they could have trained her to be a shinobi as well.

And that training might have come in handy for when the Empress found out that Shirayuki was still alive.

If that were all to happen, this might be how that story goes down.

Based on the novel ""Shirayuki and the Seven Ninjas"" on Tapas!",[],26,"Sep 20, 2019"
Toy Complex,190115,https://tapas.io/series/toy-complex/info,https://d30womf5coomej.cloudfront.net/sa/4a/8ecc9021-7768-4928-9733-071fd72fcaf2_z.jpg,['Yoonhee Lee'],['Romance'],"424,478 views","20,134 subscribers","30,213 likes",https://d30womf5coomej.cloudfront.net/sa/5e/c3532c4d-55fd-44b0-bfc5-f878e6d39a93.jpg,"All her friends do is talk about sex! But Yuna the virgin’s very single, and she has a plan to score some action. When she meets a cuddly teddy bear mascot (real name: Minseok), she does what any sane(?) girl would do: stalk him at the bar where he works and proposition him for a one-night stand. It was very enjoyable~ but he’s not sticking around. It's too bad though, since they’re actually in the same major at school. Will this be awkward city or are they destined for more serious play time?",[],47,"Nov 16, 2020"
His Enemy Downstairs,219296,https://tapas.io/series/his-enemy-downstairs/info,https://d30womf5coomej.cloudfront.net/sa/76/09da236e-67f0-423b-8e6a-42cd462897e9_z.jpg,['An Eunjin'],['BL'],"266,768 views","18,283 subscribers","29,957 likes",https://d30womf5coomej.cloudfront.net/sa/1d/f41f4ce8-b2e2-43d2-b59f-d84e1e63764c.jpg,"What do you do when you find out your first love has cheated on you? You dump his sorry behind and move out, of course! And what do you do when his sorry behind moves into the building one floor below your new apartment? That’s… a little less obvious. Unfortunately, Siwon will have to answer that question for himself when his velvet-toned, voice-actor ex has discovered a new way to get under his skin... and under his home!",[],32,"Oct 14, 2021"
Necrobride,174678,https://tapas.io/series/Necrobride/info,https://d30womf5coomej.cloudfront.net/sa/71/3e9ca864-19b3-47d4-a768-c0be0c8ab633_z.jpg,['RoseSense'],['Romance'],"314,307 views","18,082 subscribers","29,881 likes",https://d30womf5coomej.cloudfront.net/sa/6b/86d73a06-85ee-4f93-8104-817a8661a7d7.jpg,"Hazel spent her life trying to please others, even preparing to marry a man she doesn't love. But when she dies mysteriously on her wedding day, she's surprised to find that her life doesn't end with her death. With nowhere else to go, she moves in with a strange man who contradicts all of society's norms and she starts life over, determined not to let herself be walked all over this time. But how did she come back from the dead? And will she be able to keep herself from falling for her savior?","['#romance', '#historical', '#Necrobride', '#romance', '#historical', '#Necrobride']",37,"May 16, 2020"
Luna's shape,166959,https://tapas.io/series/Lunas_shape/info,https://d30womf5coomej.cloudfront.net/sa/b0/5f794975-5b4e-4de8-b50a-4ef3dae89fb9_z.jpg,['Akaa'],"['Romance', 'Mystery', 'Fantasy']","377,982 views","9,582 subscribers","29,712 likes",https://d30womf5coomej.cloudfront.net/sa/97/36a0ca29-429a-46f4-bc82-2b54a487259a.png,"Luna is seeing unknown people and places more and more often in her dreams. In hopes of finding an explanation to their mystery, she finds herself in ""Red Demon"" Himade's residence, who is searching for his lost loved one.","['#vampires', '#reverse_harem', '#vampires', '#reverse_harem']",91,"Jan 14, 2021"
